OID_,Lion,GMT_Date,GMT_Time,Latitude,Longitude,Date_Time,LongitudeU,LatitudeUT
,F62b,1/30/2012 0:00:00,12:00,33.579904200000001,-117.536344700000000,1/30/2012 0:00:00,450226.956586999990000,3715707.031719999900000
,F62b,1/30/2012 0:00:00,12:05,33.579571000000001,-117.536038300000000,1/30/2012 0:00:00,450255.199809000010000,3715669.941870000200000
,F62b,1/30/2012 0:00:00,12:10,33.579568199999997,-117.535614800000000,1/30/2012 0:00:00,450294.499804000020000,3715669.428140000000000
,F62b,1/30/2012 0:00:00,12:15,33.579588100000002,-117.535594900000010,1/30/2012 0:00:00,450296.357970000010000,3715671.624950000100000
,F62b,1/30/2012 0:00:00,12:21,33.579540999999999,-117.535626900000000,1/30/2012 0:00:00,450293.361307999990000,3715666.418219999900000
,F62b,1/30/2012 0:00:00,12:35,33.579552800000002,-117.535585400000000,1/30/2012 0:00:00,450297.219351999990000,3715667.706600000200000
,F62b,1/30/2012 0:00:00,12:45,33.579550900000001,-117.535546700000000,1/30/2012 0:00:00,450300.809697000020000,3715667.477370000000000
,F62b,1/30/2012 0:00:00,12:50,33.579578499999997,-117.535509800000000,1/30/2012 0:00:00,450304.249906999990000,3715670.519739999900000
,F62b,1/30/2012 0:00:00,12:57,33.579573699999997,-117.535475300000000,1/30/2012 0:00:00,450307.448821000000000,3715669.971010000000000
,F62b,1/30/2012 0:00:00,13:00,33.579549700000001,-117.535512700000000,1/30/2012 0:00:00,450303.964274000030000,3715667.328009999800000
,F62b,1/30/2012 0:00:00,13:12,33.579511699999998,-117.535631499999990,1/30/2012 0:00:00,450292.917621999980000,3715663.171860000100000
,F62b,1/30/2012 0:00:00,13:20,33.579514600000003,-117.535650600000000,1/30/2012 0:00:00,450291.146767000030000,3715663.502559999900000
,F62b,1/30/2012 0:00:00,13:25,33.579521600000000,-117.535567599999990,1/30/2012 0:00:00,450298.853340999980000,3715664.238839999800000
,F62b,1/30/2012 0:00:00,13:32,33.579553799999999,-117.535589100000000,1/30/2012 0:00:00,450296.876557999990000,3715667.819240000100000
,F62b,1/30/2012 0:00:00,13:35,33.579549000000000,-117.535608999999990,1/30/2012 0:00:00,450295.027049000030000,3715667.296610000100000
,F62b,1/30/2012 0:00:00,13:40,33.579722799999999,-117.536226000000000,1/30/2012 0:00:00,450237.868016999970000,3715686.862449999900000
,F62b,1/30/2012 0:00:00,13:45,33.579850299999997,-117.536428599999990,1/30/2012 0:00:00,450219.139590999980000,3715701.096020000100000
,F62b,1/30/2012 0:00:00,13:50,33.579983300000002,-117.536491700000000,1/30/2012 0:00:00,450213.360181999970000,3715715.872370000000000
,F62b,1/30/2012 0:00:00,13:55,33.580374800000001,-117.537357800000000,1/30/2012 0:00:00,450133.210013000000000,3715759.695510000000000
,F62b,1/30/2012 0:00:00,14:00,33.581048699999997,-117.537404700000000,1/30/2012 0:00:00,450129.245279000020000,3715834.434990000000000
,F62b,1/30/2012 0:00:00,14:05,33.582247199999998,-117.537098599999990,1/30/2012 0:00:00,450158.340472000010000,3715967.168219999900000
,F62b,1/30/2012 0:00:00,14:10,33.583522500000001,-117.536900300000000,1/30/2012 0:00:00,450177.475440000010000,3716108.468410000200000
,F62b,1/30/2012 0:00:00,14:15,33.584643100000001,-117.537599000000000,1/30/2012 0:00:00,450113.282582000010000,3716233.048370000000000
,F62b,1/30/2012 0:00:00,14:20,33.585704499999999,-117.538565400000000,1/30/2012 0:00:00,450024.215988999990000,3716351.194300000100000
,F62b,1/30/2012 0:00:00,14:25,33.586684800000000,-117.539284800000000,1/30/2012 0:00:00,449958.024954000020000,3716460.229960000100000
,F62b,1/30/2012 0:00:00,14:30,33.587411899999999,-117.539227000000000,1/30/2012 0:00:00,449963.808189000000000,3716540.817429999800000
,F62b,1/30/2012 0:00:00,14:36,33.588214800000003,-117.538257700000000,1/30/2012 0:00:00,450054.215598999990000,3716629.369090000200000
,F62b,1/30/2012 0:00:00,14:40,33.588835400000001,-117.538996600000000,1/30/2012 0:00:00,449986.009215000030000,3716698.533179999800000
,F62b,1/30/2012 0:00:00,14:45,33.589500999999998,-117.539116500000010,1/30/2012 0:00:00,449975.267622000010000,3716772.387850000100000
,F62b,1/30/2012 0:00:00,14:51,33.589656300000001,-117.539025200000000,1/30/2012 0:00:00,449983.829085999980000,3716789.562260000000000
,F62b,1/30/2012 0:00:00,14:55,33.589683899999997,-117.539058800000010,1/30/2012 0:00:00,449980.727232999980000,3716792.638570000000000
,F62b,1/30/2012 0:00:00,15:02,33.589589599999996,-117.539433399999990,1/30/2012 0:00:00,449945.913233000030000,3716782.364279999900000
,F62b,1/30/2012 0:00:00,15:06,33.589632100000003,-117.539436700000000,1/30/2012 0:00:00,449945.631567000000000,3716787.077959999900000
,F62b,1/30/2012 0:00:00,15:10,33.590307600000003,-117.538893500000000,1/30/2012 0:00:00,449996.425441000030000,3716861.709960000100000
,F62b,1/30/2012 0:00:00,15:15,33.591042999999999,-117.538879700000000,1/30/2012 0:00:00,449998.130232000020000,3716943.238979999900000
,F62b,1/30/2012 0:00:00,15:20,33.591665300000003,-117.539147000000000,1/30/2012 0:00:00,449973.686779999990000,3717012.364080000200000
,F62b,1/30/2012 0:00:00,15:25,33.592427100000002,-117.539489900000010,1/30/2012 0:00:00,449942.309473000000000,3717096.992529999900000
,F62b,1/30/2012 0:00:00,15:30,33.593133700000003,-117.539447999999990,1/30/2012 0:00:00,449946.605417000010000,3717175.314859999800000
,F62b,1/30/2012 0:00:00,15:35,33.593155699999997,-117.539527300000000,1/30/2012 0:00:00,449939.260085000020000,3717177.792390000100000
,F62b,1/30/2012 0:00:00,15:40,33.593076600000003,-117.540429600000000,1/30/2012 0:00:00,449855.492269999990000,3717169.458949999900000
,F62b,1/30/2012 0:00:00,15:45,33.593016499999997,-117.541277200000000,1/30/2012 0:00:00,449776.810786999990000,3717163.206280000000000
,F62b,1/30/2012 0:00:00,15:50,33.594348500000002,-117.541341000000000,1/30/2012 0:00:00,449771.663002000020000,3717310.919569999900000
,F62b,1/30/2012 0:00:00,15:56,33.594900000000003,-117.540883699999990,1/30/2012 0:00:00,449814.413485999980000,3717371.844109999900000
,F62b,1/30/2012 0:00:00,16:01,33.594776400000001,-117.543459900000000,1/30/2012 0:00:00,449575.307513999990000,3717359.391830000100000
,F62b,1/30/2012 0:00:00,16:05,33.597112500000001,-117.544113700000000,1/30/2012 0:00:00,449516.005326999990000,3717618.720120000200000
,F62b,1/30/2012 0:00:00,16:10,33.598766200000000,-117.543607200000000,1/30/2012 0:00:00,449563.962640999990000,3717801.823510000000000
,F62b,1/30/2012 0:00:00,16:15,33.599916999999998,-117.544273600000000,1/30/2012 0:00:00,449502.803870000000000,3717929.740710000000000
,F62b,1/30/2012 0:00:00,16:22,33.600894099999998,-117.544905200000000,1/30/2012 0:00:00,449444.774103000000000,3718038.382739999800000
,F62b,1/30/2012 0:00:00,16:27,33.600927900000002,-117.544221600000000,1/30/2012 0:00:00,449508.217603000000000,3718041.796639999800000
,F62b,1/30/2012 0:00:00,16:37,33.601313699999999,-117.542780400000000,1/30/2012 0:00:00,449642.155054999980000,3718083.869400000200000
,F62b,1/30/2012 0:00:00,16:40,33.601476800000000,-117.542509700000000,1/30/2012 0:00:00,449667.364996000020000,3718101.821109999900000
,F62b,1/30/2012 0:00:00,16:46,33.601500899999998,-117.542495600000000,1/30/2012 0:00:00,449668.687174000020000,3718104.486289999900000
,F62b,1/30/2012 0:00:00,16:50,33.601491000000003,-117.542505100000000,1/30/2012 0:00:00,449667.800027000020000,3718103.393269999900000
,F62b,1/30/2012 0:00:00,16:56,33.601412600000003,-117.542449500000000,1/30/2012 0:00:00,449672.912964000020000,3718094.673820000100000
,F62b,1/30/2012 0:00:00,17:00,33.601520700000002,-117.542452400000000,1/30/2012 0:00:00,449672.706705000020000,3718106.660569999800000
,F62b,1/30/2012 0:00:00,17:05,33.601497199999997,-117.542495100000000,1/30/2012 0:00:00,449668.731412999970000,3718104.075819999900000
,F62b,1/30/2012 0:00:00,17:10,33.601442900000002,-117.542510100000000,1/30/2012 0:00:00,449667.308189000000000,3718098.062719999800000
,F62b,1/30/2012 0:00:00,17:15,33.601557900000003,-117.542523800000000,1/30/2012 0:00:00,449666.103938999990000,3718110.819749999800000
,F62b,1/30/2012 0:00:00,17:22,33.601521599999998,-117.542472300000000,1/30/2012 0:00:00,449670.860938000030000,3718106.770029999800000
,F62b,1/30/2012 0:00:00,17:26,33.601572200000000,-117.542457000000000,1/30/2012 0:00:00,449672.309843000020000,3718112.372760000200000
,F62b,1/30/2012 0:00:00,17:40,33.601455399999999,-117.542466100000000,1/30/2012 0:00:00,449671.397705000010000,3718099.427240000100000
,F62b,1/30/2012 0:00:00,17:45,33.601527300000001,-117.542487300000000,1/30/2012 0:00:00,449669.472573000010000,3718107.409299999900000
,F62b,1/30/2012 0:00:00,17:50,33.601491799999998,-117.542486400000000,1/30/2012 0:00:00,449669.535449000020000,3718103.472879999800000
,F62b,1/30/2012 0:00:00,18:15,33.601563400000003,-117.542492999999990,1/30/2012 0:00:00,449668.964709000020000,3718111.414580000100000
,F62b,1/30/2012 0:00:00,18:25,33.601502699999998,-117.542510900000000,1/30/2012 0:00:00,449667.268709000030000,3718104.693299999900000
,F62b,1/30/2012 0:00:00,18:31,33.601473900000002,-117.542490599999990,1/30/2012 0:00:00,449669.135379999990000,3718101.490300000200000
,F62b,1/30/2012 0:00:00,18:36,33.601410700000002,-117.542472300000000,1/30/2012 0:00:00,449670.796510000010000,3718094.474239999900000
,F62b,1/30/2012 0:00:00,18:41,33.601430399999998,-117.542476500000010,1/30/2012 0:00:00,449670.418285000020000,3718096.660480000100000
,F62b,1/30/2012 0:00:00,18:46,33.601478899999996,-117.542524200000000,1/30/2012 0:00:00,449666.020927999980000,3718102.061000000200000
,F62b,1/30/2012 0:00:00,18:52,33.601411400000003,-117.542469800000010,1/30/2012 0:00:00,449671.028862999980000,3718094.550640000000000
,F62b,1/30/2012 0:00:00,19:06,33.601464600000000,-117.542505500000000,1/30/2012 0:00:00,449667.747577000000000,3718100.466420000000000
,F62b,1/30/2012 0:00:00,19:11,33.601308199999998,-117.542531700000000,1/30/2012 0:00:00,449665.225909999980000,3718083.138660000200000
,F62b,1/30/2012 0:00:00,19:16,33.601392900000000,-117.542569500000000,1/30/2012 0:00:00,449661.768091999980000,3718092.547960000100000
,F62b,1/30/2012 0:00:00,19:36,33.601387699999997,-117.542458999999990,1/30/2012 0:00:00,449672.017103000020000,3718091.917700000100000
,F62b,1/30/2012 0:00:00,19:40,33.601504599999998,-117.542542500000000,1/30/2012 0:00:00,449664.338013999980000,3718104.919319999900000
,F62b,1/30/2012 0:00:00,19:51,33.601567099999997,-117.542586500000000,1/30/2012 0:00:00,449660.292079999980000,3718111.870269999800000
,F62b,1/30/2012 0:00:00,19:55,33.601488000000003,-117.542502200000000,1/30/2012 0:00:00,449668.067341000020000,3718103.059239999900000
,F62b,1/30/2012 0:00:00,20:00,33.601531700000002,-117.542445700000000,1/30/2012 0:00:00,449673.334710999970000,3718107.876920000200000
,F62b,1/30/2012 0:00:00,20:06,33.601512499999998,-117.542517600000000,1/30/2012 0:00:00,449666.652788000010000,3718105.783110000200000
,F62b,1/30/2012 0:00:00,20:11,33.601553500000001,-117.542643000000000,1/30/2012 0:00:00,449655.042198000010000,3718110.389870000100000
,F62b,1/30/2012 0:00:00,20:15,33.601488400000001,-117.542477300000000,1/30/2012 0:00:00,449670.377756999980000,3718103.091490000000000
,F62b,1/30/2012 0:00:00,20:25,33.601495200000002,-117.542519300000000,1/30/2012 0:00:00,449666.485013000030000,3718103.865840000100000
,F62b,1/30/2012 0:00:00,20:31,33.601554700000001,-117.542568300000000,1/30/2012 0:00:00,449661.973441999990000,3718110.486599999900000
,F62b,1/30/2012 0:00:00,20:35,33.601522099999997,-117.542508900000000,1/30/2012 0:00:00,449667.465537999990000,3718106.843260000000000
,F62b,1/30/2012 0:00:00,20:40,33.601496200000000,-117.542514700000000,1/30/2012 0:00:00,449666.912375000010000,3718103.974479999900000
,F62b,1/30/2012 0:00:00,20:45,33.601540000000000,-117.542551200000010,1/30/2012 0:00:00,449663.551411000020000,3718108.848449999900000
,F62b,1/30/2012 0:00:00,20:50,33.601412799999999,-117.542526300000010,1/30/2012 0:00:00,449665.787688000010000,3718094.733330000200000
,F62b,1/30/2012 0:00:00,20:55,33.601563499999997,-117.543300400000010,1/30/2012 0:00:00,449594.055499000010000,3718111.818490000000000
,F62b,1/30/2012 0:00:00,21:00,33.601135700000000,-117.543641800000000,1/30/2012 0:00:00,449562.131890000020000,3718064.553379999900000
,F62b,1/30/2012 0:00:00,21:05,33.600923700000003,-117.544417600000000,1/30/2012 0:00:00,449490.030456000010000,3718041.426580000200000
,F62b,1/30/2012 0:00:00,21:11,33.600890200000002,-117.545123600000000,1/30/2012 0:00:00,449424.508868000000000,3718038.057010000100000
,F62b,1/30/2012 0:00:00,21:15,33.600785799999997,-117.545229100000000,1/30/2012 0:00:00,449414.659711999990000,3718026.533439999900000
,F62b,1/30/2012 0:00:00,21:22,33.600636399999999,-117.545412300000000,1/30/2012 0:00:00,449397.575292999970000,3718010.058569999900000
,F62b,1/30/2012 0:00:00,21:25,33.600579799999998,-117.545359100000000,1/30/2012 0:00:00,449402.478101000020000,3718003.757170000100000
,F62b,1/30/2012 0:00:00,21:32,33.600748799999998,-117.545389800000000,1/30/2012 0:00:00,449399.728478999980000,3718022.509670000100000
,F62b,1/30/2012 0:00:00,21:40,33.600655000000003,-117.545366100000000,1/30/2012 0:00:00,449401.872565000030000,3718012.098220000000000
,F62b,1/30/2012 0:00:00,21:46,33.600729500000000,-117.545415100000000,1/30/2012 0:00:00,449397.369889999970000,3718020.382189999800000
,F62b,1/30/2012 0:00:00,21:52,33.600657900000002,-117.545362000000000,1/30/2012 0:00:00,449402.254653999990000,3718012.417750000000000
,F62b,1/30/2012 0:00:00,21:56,33.600664799999997,-117.545310099999990,1/30/2012 0:00:00,449407.073932000030000,3718013.157410000000000
,F62b,1/30/2012 0:00:00,22:05,33.600617900000003,-117.545364500000010,1/30/2012 0:00:00,449401.999344000010000,3718007.984060000200000
,F62b,1/30/2012 0:00:00,22:11,33.600625600000001,-117.545363700000000,1/30/2012 0:00:00,449402.078064000000000,3718008.837390000000000
,F62b,1/30/2012 0:00:00,22:16,33.600638400000001,-117.545396500000000,1/30/2012 0:00:00,449399.042376000030000,3718010.272590000200000
,F62b,1/30/2012 0:00:00,22:22,33.600624900000000,-117.545405600000000,1/30/2012 0:00:00,449398.190198000000000,3718008.780259999900000
,F62b,1/30/2012 0:00:00,22:27,33.600587599999997,-117.545381500000000,1/30/2012 0:00:00,449400.404396999980000,3718004.632919999800000
,F62b,1/30/2012 0:00:00,22:35,33.600631800000002,-117.545408100000000,1/30/2012 0:00:00,449397.962279999980000,3718009.546500000200000
,F62b,1/30/2012 0:00:00,22:42,33.600649699999998,-117.545372800000000,1/30/2012 0:00:00,449401.247847000020000,3718011.513869999900000
,F62b,1/30/2012 0:00:00,22:48,33.600658000000003,-117.545354100000000,1/30/2012 0:00:00,449402.987668999990000,3718012.424980000100000
,F62b,1/30/2012 0:00:00,22:51,33.600630899999999,-117.545295600000000,1/30/2012 0:00:00,449408.399436999990000,3718009.391729999800000
,F62b,1/30/2012 0:00:00,22:58,33.600643499999997,-117.545359500000000,1/30/2012 0:00:00,449402.478192000010000,3718010.819960000000000
,F62b,1/30/2012 0:00:00,23:01,33.600695000000002,-117.545325500000000,1/30/2012 0:00:00,449405.662766999970000,3718016.513290000100000
,F62b,1/30/2012 0:00:00,23:08,33.600669500000002,-117.545306400000000,1/30/2012 0:00:00,449407.419960999980000,3718013.676700000200000
,F62b,1/30/2012 0:00:00,23:21,33.600606399999997,-117.545357900000000,1/30/2012 0:00:00,449402.604970999990000,3718006.705800000100000
,F62b,1/30/2012 0:00:00,23:27,33.600741200000002,-117.545359500000000,1/30/2012 0:00:00,449402.535251999970000,3718021.652230000100000
,F62b,1/30/2012 0:00:00,23:37,33.600703799999998,-117.545257800000000,1/30/2012 0:00:00,449411.949066000000000,3718017.455889999900000
,F62b,1/31/2012 0:00:00,0:15,33.600600800000002,-117.545396500000000,1/31/2012 0:00:00,449399.020414999980000,3718006.103769999900000
,F62b,1/31/2012 0:00:00,0:20,33.600240900000003,-117.545565500000000,1/31/2012 0:00:00,449383.130418999990000,3717966.283270000000000
,F62b,1/31/2012 0:00:00,0:25,33.599994799999997,-117.546909400000000,1/31/2012 0:00:00,449258.299479999990000,3717939.655330000000000
,F62b,1/31/2012 0:00:00,0:30,33.599695300000000,-117.547643699999990,1/31/2012 0:00:00,449189.995411999990000,3717906.809059999900000
,F62b,1/31/2012 0:00:00,0:35,33.599247699999999,-117.548812299999990,1/31/2012 0:00:00,449081.309155000020000,3717857.756510000200000
,F62b,1/31/2012 0:00:00,0:40,33.598292399999998,-117.549666200000000,1/31/2012 0:00:00,449001.521234999990000,3717752.260019999900000
,F62b,1/31/2012 0:00:00,0:45,33.598001500000002,-117.549356000000000,1/31/2012 0:00:00,449030.131059999990000,3717719.854379999900000
,F62b,1/31/2012 0:00:00,0:50,33.598213199999996,-117.548914999999990,1/31/2012 0:00:00,449071.172464000000000,3717743.109139999800000
,F62b,1/31/2012 0:00:00,0:55,33.598189200000000,-117.548494300000000,1/31/2012 0:00:00,449110.191759000010000,3717740.241330000100000
,F62b,1/31/2012 0:00:00,1:00,33.597541800000002,-117.547515899999990,1/31/2012 0:00:00,449200.590124999990000,3717667.981840000000000
,F62b,1/31/2012 0:00:00,1:05,33.596890500000001,-117.547096999999990,1/31/2012 0:00:00,449239.075246000020000,3717595.564970000200000
,F62b,1/31/2012 0:00:00,1:10,33.595881599999998,-117.546713299999990,1/31/2012 0:00:00,449274.085613999980000,3717483.517430000000000
,F62b,1/31/2012 0:00:00,1:15,33.594933099999999,-117.547361200000000,1/31/2012 0:00:00,449213.414626999990000,3717378.672259999900000
,F62b,1/31/2012 0:00:00,1:20,33.594445200000003,-117.547166899999990,1/31/2012 0:00:00,449231.157002000020000,3717324.482189999900000
,F62b,1/31/2012 0:00:00,1:25,33.593394799999999,-117.547079400000000,1/31/2012 0:00:00,449238.660483999990000,3717207.978629999800000
,F62b,1/31/2012 0:00:00,1:30,33.592683700000002,-117.546737300000000,1/31/2012 0:00:00,449269.986697999990000,3717128.969430000100000
,F62b,1/31/2012 0:00:00,1:35,33.591546000000001,-117.546397300000000,1/31/2012 0:00:00,449300.869019999980000,3717002.663100000000000
,F62b,1/31/2012 0:00:00,1:40,33.591216400000000,-117.545820199999990,1/31/2012 0:00:00,449354.225014000030000,3716965.837090000000000
,F62b,1/31/2012 0:00:00,1:45,33.591249699999999,-117.545666900000000,1/31/2012 0:00:00,449368.469096000020000,3716969.454190000000000
,F62b,1/31/2012 0:00:00,1:50,33.591253799999997,-117.545642400000010,1/31/2012 0:00:00,449370.744833000000000,3716969.896780000100000
,F62b,1/31/2012 0:00:00,1:55,33.591296300000003,-117.545652800000000,1/31/2012 0:00:00,449369.804652000020000,3716974.613960000200000
,F62b,1/31/2012 0:00:00,2:00,33.591235900000001,-117.545468000000000,1/31/2012 0:00:00,449386.916857999980000,3716967.826909999800000
,F62b,1/31/2012 0:00:00,2:05,33.590703599999998,-117.545488000000010,1/31/2012 0:00:00,449384.750193000010000,3716908.819190000200000
,F62b,1/31/2012 0:00:00,2:11,33.589619499999998,-117.543986600000000,1/31/2012 0:00:00,449523.433755000010000,3716787.889390000100000
,F62b,1/31/2012 0:00:00,2:15,33.589137600000001,-117.543449400000000,1/31/2012 0:00:00,449573.000799999980000,3716734.198179999800000
,F62b,1/31/2012 0:00:00,2:20,33.588298100000003,-117.543428700000010,1/31/2012 0:00:00,449574.433181000000000,3716641.110590000200000
,F62b,1/31/2012 0:00:00,2:25,33.586453800000001,-117.542843400000000,1/31/2012 0:00:00,449627.672896999980000,3716436.343530000200000
,F62b,1/31/2012 0:00:00,2:30,33.585226599999999,-117.542135599999990,1/31/2012 0:00:00,449692.640676999990000,3716299.936770000000000
,F62b,1/31/2012 0:00:00,2:35,33.583776000000000,-117.542506399999990,1/31/2012 0:00:00,449657.389558999970000,3716139.285319999800000
,F62b,1/31/2012 0:00:00,2:40,33.582610500000001,-117.541130900000000,1/31/2012 0:00:00,449784.357314999970000,3716009.395769999800000
,F62b,1/31/2012 0:00:00,2:45,33.581307600000002,-117.539632999999990,1/31/2012 0:00:00,449922.607857999970000,3715864.214910000100000
,F62b,1/31/2012 0:00:00,2:50,33.580508799999997,-117.538045800000010,1/31/2012 0:00:00,450069.440066999990000,3715774.883830000200000
,F62b,1/31/2012 0:00:00,2:55,33.579958400000002,-117.536454699999990,1/31/2012 0:00:00,450216.779538000000000,3715713.093870000000000
,F62b,1/31/2012 0:00:00,3:00,33.579844100000003,-117.536360900000010,1/31/2012 0:00:00,450225.418698999970000,3715700.376079999800000
,F62b,1/31/2012 0:00:00,3:05,33.579853100000001,-117.536346800000000,1/31/2012 0:00:00,450226.732368999980000,3715701.367159999900000
,F62b,1/31/2012 0:00:00,3:10,33.579833499999999,-117.536365900000010,1/31/2012 0:00:00,450224.948605999990000,3715699.203240000200000
,F62b,1/31/2012 0:00:00,3:15,33.579832900000000,-117.536314000000000,1/31/2012 0:00:00,450229.764665000020000,3715699.111769999800000
,F62b,1/31/2012 0:00:00,3:20,33.579742400000001,-117.536206900000000,1/31/2012 0:00:00,450239.651779000010000,3715689.026370000100000
,F62b,1/31/2012 0:00:00,3:25,33.579673300000003,-117.535948600000000,1/31/2012 0:00:00,450263.582822000030000,3715681.241040000200000
,F62b,1/31/2012 0:00:00,3:31,33.579535100000001,-117.535666300000000,1/31/2012 0:00:00,450289.701530000020000,3715665.782980000100000
,F62b,1/31/2012 0:00:00,3:35,33.579551600000002,-117.535628900000010,1/31/2012 0:00:00,450293.181780999990000,3715667.594420000000000
,F62b,1/31/2012 0:00:00,3:40,33.579514199999998,-117.535581600000000,1/31/2012 0:00:00,450297.549872000000000,3715663.425100000100000
,F62b,1/31/2012 0:00:00,3:45,33.579530499999997,-117.535561300000000,1/31/2012 0:00:00,450299.443095000000000,3715665.222579999800000
,F62b,1/31/2012 0:00:00,3:50,33.579543500000000,-117.535694199999990,1/31/2012 0:00:00,450287.117172000000000,3715666.727690000100000
,F62b,1/31/2012 0:00:00,3:56,33.579500600000003,-117.535631100000000,1/31/2012 0:00:00,450292.948379000010000,3715661.940990000000000
,F62b,1/31/2012 0:00:00,4:01,33.579452900000000,-117.535641400000000,1/31/2012 0:00:00,450291.965172000000000,3715656.657320000200000
,F62b,1/31/2012 0:00:00,4:05,33.579538300000003,-117.535583700000000,1/31/2012 0:00:00,450297.368803000020000,3715666.098129999800000
,F62b,1/31/2012 0:00:00,4:10,33.579546200000003,-117.535457900000000,1/31/2012 0:00:00,450309.047812999980000,3715666.913670000200000
,F62b,1/31/2012 0:00:00,4:15,33.579548500000001,-117.535650200000010,1/31/2012 0:00:00,450291.203322999990000,3715667.260939999900000
,F62b,1/31/2012 0:00:00,4:20,33.579483699999997,-117.535615699999990,1/31/2012 0:00:00,450294.367841000030000,3715660.059859999900000
,F62b,1/31/2012 0:00:00,4:35,33.579434800000001,-117.535646400000000,1/31/2012 0:00:00,450291.490784999970000,3715654.652929999900000
,F62b,1/31/2012 0:00:00,4:41,33.579368100000003,-117.535619900000000,1/31/2012 0:00:00,450293.911801000010000,3715647.245029999900000
,F62b,1/31/2012 0:00:00,4:51,33.579470899999997,-117.535582899999990,1/31/2012 0:00:00,450297.404408000000000,3715658.624950000100000
,F62b,1/31/2012 0:00:00,5:00,33.579494500000003,-117.535593700000010,1/31/2012 0:00:00,450296.415676000000000,3715661.246720000200000
,F62b,1/31/2012 0:00:00,5:07,33.579450299999998,-117.535520600000000,1/31/2012 0:00:00,450303.174164999970000,3715656.311090000000000
,F62b,1/31/2012 0:00:00,5:10,33.579511500000002,-117.535577900000010,1/31/2012 0:00:00,450297.891691999980000,3715663.123970000100000
,F62b,1/31/2012 0:00:00,5:16,33.579414200000002,-117.535623599999990,1/31/2012 0:00:00,450293.594862000030000,3715652.358020000200000
,F62b,1/31/2012 0:00:00,5:25,33.579549499999999,-117.535591100000000,1/31/2012 0:00:00,450296.688489999970000,3715667.343450000000000
,F62b,1/31/2012 0:00:00,5:31,33.579560000000001,-117.535555900000010,1/31/2012 0:00:00,450299.961136000000000,3715668.490720000100000
,F62b,1/31/2012 0:00:00,5:36,33.579618500000002,-117.535725300000000,1/31/2012 0:00:00,450284.274037000020000,3715675.058040000000000
,F62b,1/31/2012 0:00:00,5:41,33.579489500000001,-117.535583300000000,1/31/2012 0:00:00,450297.377949999990000,3715660.687369999900000
,F62b,1/31/2012 0:00:00,5:47,33.579412499999997,-117.535645600000000,1/31/2012 0:00:00,450291.552242000010000,3715652.180089999900000
,F62b,1/31/2012 0:00:00,5:52,33.579541700000000,-117.535608200000000,1/31/2012 0:00:00,450295.097104999990000,3715666.486850000000000
,F62b,1/31/2012 0:00:00,6:00,33.579548699999997,-117.535586600000000,1/31/2012 0:00:00,450297.105640000020000,3715667.252599999800000
,F62b,1/31/2012 0:00:00,6:10,33.579403399999997,-117.535490400000000,1/31/2012 0:00:00,450305.949905999990000,3715651.096690000000000
,F62b,1/31/2012 0:00:00,6:17,33.579403900000003,-117.535674300000000,1/31/2012 0:00:00,450288.883892000010000,3715651.240360000200000
,F62b,1/31/2012 0:00:00,6:25,33.579456100000002,-117.535582100000000,1/31/2012 0:00:00,450297.470166000010000,3715656.983659999900000
,F62b,1/31/2012 0:00:00,6:35,33.579514600000003,-117.535634300000000,1/31/2012 0:00:00,450292.659439000010000,3715663.494740000000000
,F62b,1/31/2012 0:00:00,6:41,33.579512700000002,-117.535595700000000,1/31/2012 0:00:00,450296.240504999990000,3715663.265560000200000
,F62b,1/31/2012 0:00:00,6:47,33.579510399999997,-117.535628500000000,1/31/2012 0:00:00,450293.195282000000000,3715663.026290000000000
,F62b,1/31/2012 0:00:00,6:52,33.579517400000000,-117.535599899999990,1/31/2012 0:00:00,450295.853431000030000,3715663.788670000200000
,F62b,1/31/2012 0:00:00,6:56,33.579517199999998,-117.535624000000000,1/31/2012 0:00:00,450293.616788999990000,3715663.778059999900000
,F62b,1/31/2012 0:00:00,7:10,33.579553699999998,-117.535620200000000,1/31/2012 0:00:00,450293.990362000010000,3715667.823080000000000
,F62b,1/31/2012 0:00:00,7:20,33.579483500000002,-117.535522700000000,1/31/2012 0:00:00,450302.998310000000000,3715659.993059999800000
,F62b,1/31/2012 0:00:00,7:26,33.579472000000003,-117.535516000000000,1/31/2012 0:00:00,450303.613491999970000,3715658.714809999800000
,F62b,1/31/2012 0:00:00,7:33,33.579469099999997,-117.535574600000000,1/31/2012 0:00:00,450298.173633000000000,3715658.421399999900000
,F62b,1/31/2012 0:00:00,7:56,33.579531299999999,-117.535589100000000,1/31/2012 0:00:00,450296.863659999970000,3715665.324620000100000
,F62b,1/31/2012 0:00:00,8:26,33.579466799999999,-117.535529800000010,1/31/2012 0:00:00,450302.329843999990000,3715658.144900000200000
,F62b,1/31/2012 0:00:00,8:35,33.579598500000003,-117.535520100000000,1/31/2012 0:00:00,450303.305510999980000,3715672.742130000100000
,F62b,1/31/2012 0:00:00,8:40,33.579548000000003,-117.535605300000000,1/31/2012 0:00:00,450295.369842000010000,3715667.183960000100000
,F62b,1/31/2012 0:00:00,8:45,33.579495000000001,-117.535676700000000,1/31/2012 0:00:00,450288.713399000000000,3715661.341990000100000
,F62b,1/31/2012 0:00:00,8:51,33.579504499999999,-117.535637700000000,1/31/2012 0:00:00,450292.338121999990000,3715662.376559999800000
